video_id,title,channel,raw_views,log_views,in_degree_cent,betweenness,eigenvector,pagerank,influence,parsed_views,community,origin_query,parent_video,clean_title,doc_vector,cluster,thumbnail_path
sZIItEgYzw8,Butt Lube 101: What you need to know about lubes,Burnett Foundation Aotearoa,71596,0.0,0.0,0.0,1.6472101944691226e-18,0.0006094351513789,6.094351513789775e-05,71596,33,can you use anal lubricant for anal sex,,butt lube need know lubes,"[-4.88630775e-03  4.08413960e-03 -7.24045443e-04 -5.99719700e-04
 -4.42928914e-03 -3.47207184e-03  2.00546347e-05  7.10070133e-03
 -5.29864244e-03 -1.93439529e-03 -3.88770131e-03 -2.53335456e-03
 -1.15713594e-03 -1.99900428e-03  4.12180088e-06 -1.32639136e-03
  9.62541439e-04 -3.59957176e-03  2.49365205e-03 -1.23726660e-02
 -1.05483085e-03 -1.61765516e-03  7.83411134e-03  1.07999856e-03
 -3.45864519e-03  9.53049166e-04 -7.33520277e-03 -3.94071871e-03
 -3.89495445e-03  4.16094996e-03  6.76444964e-03  1.17151544e-03
  6.58219447e-03 -1.78349775e-03  5.90055017e-04  2.96005630e-03
 -1.78461394e-03  4.73108958e-04 -4.40913904e-03 -1.07272109e-02
  9.47958790e-04 -6.53940905e-03 -6.22130465e-03  2.69408338e-03
  6.03630953e-03 -5.95308701e-03 -7.35071895e-04 -3.45108705e-03
  3.67362960e-03  1.47080584e-03  1.60628103e-03  4.38356190e-04
  1.66948570e-03  8.94020777e-04 -1.52471138e-03 -7.82896939e-04
 -5.39791770e-04 -4.13524639e-03 -3.86689114e-03  2.09885277e-03
 -1.82776316e-03 -1.07689248e-03  2.02987483e-03 -1.34853960e-03
 -3.82899609e-03  2.51672138e-03  6.87215477e-03  6.10801950e-03
 -6.29160879e-03  5.47603937e-03 -4.01796075e-03  7.11106230e-03
  5.72341320e-04  2.75136065e-03  9.08567011e-03  6.68941159e-03
  2.42938357e-03 -1.51867687e-03 -2.43922696e-03 -1.53077231e-03
 -2.96239369e-03 -3.52306687e-03 -1.23186712e-03  4.42402577e-03
 -6.32463535e-03 -1.70184323e-03  3.37869558e-03  6.94114342e-03
  1.85991067e-03 -2.43426347e-03  9.52080917e-03  3.43010365e-03
 -2.81728688e-04  3.06481449e-03  5.60760312e-03  2.00474192e-03
  6.45884778e-03 -4.71083540e-03 -1.67738483e-03 -2.28804187e-03]",3,thumbnails/sZIItEgYzw8_max.jpg
oiB2Jhjj6Lo,Is Anal Fisting Safe? | How to Use a Large Sex Toy,Lovehoney,433160,0.0,0.0,0.0,1.6472101944691226e-18,0.0006094351513789,6.094351513789775e-05,433160,41,can you use anal lubricant for anal sex,,anal fisting safe use large sex toy,"[-4.99227410e-03  4.16145613e-03 -2.53919046e-03 -1.68122340e-03
  5.98284649e-04 -2.18395260e-03  3.73036554e-03  9.79501102e-03
 -4.00165515e-03 -1.54401001e-03 -2.48928508e-03 -7.90172815e-03
 -3.74920643e-03 -3.16541153e-03 -3.44814174e-03 -7.57519761e-03
  7.67979887e-04 -3.66072822e-03 -2.56212335e-03 -1.06971655e-02
  9.19705257e-04 -1.31074776e-04  3.35577689e-03 -2.75856000e-03
 -1.48737722e-03 -1.83517602e-03  2.53761443e-03 -7.42103485e-03
 -3.44899576e-03  4.45290748e-03  5.40170074e-03 -2.51383265e-03
 -1.17436226e-04 -6.16127905e-03 -4.50338610e-03  4.92279185e-03
  2.44968850e-03  2.62013474e-03 -6.28740352e-04 -1.06296185e-02
  4.48742788e-03 -6.55533466e-03 -6.95922412e-04  1.47183891e-06
  7.08590634e-03  1.98176876e-03 -1.15791999e-03 -3.04124458e-03
  2.93356972e-03  1.58510567e-03  7.13020936e-03 -3.42391990e-03
  3.58699798e-03 -2.96764099e-03 -1.01142870e-02  4.44108329e-04
  3.62208672e-03  4.48730192e-04 -1.22119728e-02  7.71247782e-04
  1.29152020e-03 -1.35103101e-03  7.42035639e-03 -3.70053225e-03
 -6.91415556e-03  4.61870153e-03  5.57109155e-03  7.38042872e-03
 -1.17858537e-02  5.63726574e-03 -2.01942120e-03  2.96274130e-03
  8.52101389e-03  2.05451762e-03  9.10633826e-04  5.66585641e-03
  3.73164355e-03  1.85942906e-03 -3.17334104e-03  4.43261443e-03
 -1.41312799e-03 -5.13066072e-03 -2.82074162e-03 -1.69203826e-03
 -1.48592633e-03 -3.60563258e-03  1.68191083e-03  6.61282986e-03
  6.20377809e-03 -9.41200356e-04  7.46829435e-03  5.26029058e-03
 -1.28226157e-03  1.94702053e-03  9.96329542e-03  7.46233203e-03
  2.43256427e-03 -5.94963413e-03  1.22729107e-03 -9.55333700e-04]",22,thumbnails/oiB2Jhjj6Lo_high.jpg
tCBgwI1KDhM,कौन सा lubricant यूज़ करें #एनल सेक्स के लिए,Dr Ruby Bansal Physician - HIV & ID Specialist,2581,0.0,0.0,0.0,1.6472101944691226e-18,0.0006094351513789,6.094351513789775e-05,2581,30,can you use anal lubricant for anal sex,,lubricant एनल,"[ 0.00551794 -0.00274621 -0.00082433  0.00250193 -0.00067083 -0.00381988
  0.00852379  0.00793033 -0.00696694 -0.00094019  0.00365181 -0.00206235
 -0.00146616  0.00993952 -0.00629615 -0.00448049  0.01069666  0.00089956
  0.00030643 -0.01834749  0.0017569  -0.00063057  0.01070337 -0.00128849
  0.00011842  0.00209379 -0.00510283 -0.00922697 -0.00512044 -0.00125663
  0.01172592  0.00998151  0.00016637  0.0010166  -0.00890411  0.00564875
 -0.00796841 -0.01162988 -0.00883959 -0.01956175  0.00826485 -0.01017949
  0.00608379 -0.00817228  0.00905303  0.01014377 -0.00884153 -0.012515
 -0.00244435 -0.00111568  0.00354685 -0.01158466 -0.00829454  0.00277466
 -0.0116546  -0.00671642 -0.00252475 -0.00799585 -0.01410496 -0.00649937
 -0.00021717 -0.00351081  0.0081535  -0.00158704 -0.00936548  0.00830397
 -0.00323149  0.00017726 -0.01391847  0.00052402 -0.00500558  0.00979819
  0.00101494  0.00415527  0.0113741  -0.00535029  0.0044714   0.00486794
 -0.00745752  0.00832855  0.00503606 -0.00665879 -0.01154751  0.00711702
 -0.00402897 -0.00633309  0.01008427  0.000759   -0.00177893 -0.00074585
  0.00256298  0.00330304 -0.00402683  0.00069302  0.00623404  0.00553678
  0.01044983 -0.00914643 -0.00075205  0.00403203]",21,thumbnails/tCBgwI1KDhM_max.jpg
YDA2ZOx-cCc,Five tips for butthole play #analsex #analplay #education,"Susie Gronski, PT, DPT | Pelvic & Sexual Health",884422,0.0,0.0,0.0,1.6472101944691226e-18,0.0006094351513789,6.094351513789775e-05,884422,22,how to use lubricant for anal sex,,five tips butthole play analsex analplay education,"[ 0.00324963 -0.0013149   0.00020199  0.0037102  -0.0057652  -0.00725217
  0.00311668  0.00136006 -0.00053831 -0.00380705 -0.00269198 -0.00409683
  0.00516976  0.00215257 -0.00572536 -0.00082181  0.00743614 -0.00377634
 -0.00022189 -0.01022606  0.00295961  0.00277262 -0.0002627  -0.00641327
 -0.00157142  0.00136651 -0.00341838 -0.00107995 -0.00979214  0.00435389
  0.00459645  0.00018734  0.00421079 -0.00417075 -0.00793115  0.00572036
 -0.00306038 -0.00459534 -0.01077249 -0.01067211  0.00369418 -0.00834037
 -0.00581149  0.00510211  0.01325459  0.00123471 -0.00033785 -0.00355547
  0.00468819 -0.00191685  0.00274246  0.00032293  0.0098522  -0.00280637
 -0.00328988  0.00821837 -0.00867354  0.00358428 -0.00740536  0.00448783
  0.00827202  0.0019365  -0.00402117  0.00676914 -0.00267847  0.00940409
 -0.00702313  0.0048595  -0.00436118 -0.00397742 -0.0046458  -0.00119753
  0.00629828 -0.00464281 -0.003149    0.00767425 -0.00092918 -0.00527743
  0.00111046 -0.00185371 -0.00875821  0.00420492 -0.00363451  0.00567539
 -0.00080011 -0.00276503 -0.00084935  0.01295194  0.00912617 -0.00250551
  0.00992258 -0.00327629 -0.00505669  0.00664324  0.00581376  0.00563453
  0.0038445  -0.00575609  0.00748383 -0.00316557]",10,thumbnails/YDA2ZOx-cCc_max.jpg
8eEAoJM5CDg,Perfect For Your Intimate Moments | Prega Hope Fertility Friendly Lubricant | Rituka Bisht,Prega News,3629,0.0,0.0,0.0,1.6472101944691226e-18,0.0006094351513789,6.094351513789775e-05,3629,24,vaginal lubricant,,perfect intimate moments prega hope fertility friendly lubricant rituka bisht,"[-2.34372914e-04 -1.18090515e-03 -1.68805092e-03  4.97602113e-03
 -1.46034674e-03 -5.08460077e-03  1.06887810e-03  8.48984532e-03
 -3.73454322e-03 -1.60583551e-03  1.40758767e-03 -2.34651566e-03
 -3.44791776e-03  3.23033216e-03 -6.70030154e-03 -4.05828329e-03
  5.77896554e-03 -9.49777756e-03  9.33012983e-04 -8.97785462e-03
  2.31814780e-03  6.18970720e-03 -1.38173508e-03 -1.99699542e-03
  1.74614869e-03 -3.02236481e-03 -1.38053834e-03 -3.20715178e-03
 -5.13060996e-03  4.65145888e-04  1.15408394e-02  2.98321689e-03
 -2.15454516e-03  2.50832504e-03 -9.11525637e-03  5.67735173e-03
 -1.58237049e-03 -7.61975721e-03 -6.28906116e-03 -1.08222142e-02
  5.17188944e-03 -2.26597767e-03 -4.03349637e-04 -3.12607177e-03
  3.21968575e-03  2.38802354e-03 -1.52013986e-03 -5.54140145e-03
  2.84449605e-04  4.99325711e-03  2.34070700e-03 -3.49855074e-03
 -1.81013567e-03  4.02152946e-04 -4.65144031e-03 -1.36500085e-03
  1.09252334e-03 -3.51509359e-03 -5.88883460e-03 -2.20038649e-03
 -3.02970340e-03  4.79181623e-03  6.34651724e-03 -3.10121663e-03
 -6.25921646e-03 -3.25410627e-04  9.96107701e-05  7.37175069e-05
 -6.62623998e-03  4.80611390e-03 -1.43078284e-03  7.66734499e-03
  1.21859065e-03  2.09062919e-03  8.37652571e-03 -5.36093954e-03
  3.71374842e-03  4.01281286e-05 -2.16746656e-03  3.94412596e-03
  2.26549245e-03 -2.56510871e-03 -8.23713746e-03  6.17997535e-03
 -1.17843063e-03 -6.70720497e-03  6.64655701e-04  4.27064020e-03
  5.35989320e-03  4.54007741e-03 -1.46601594e-03  5.96942287e-03
  1.51589548e-03  2.54711462e-03  9.04383138e-03  3.90380179e-03
 -5.06418524e-04 -5.72373252e-03  3.77901830e-03  3.51739977e-03]",21,thumbnails/8eEAoJM5CDg_max.jpg
B3lhbB8f9a0,Is Your Lube Toxic to Your Fertility: Find a Reproductively Friendly Option - Dr Lora Shahine,"Lora Shahine, MD",14757,0.0,0.0125412541254125,0.0003682534699969,9.553693670306276e-05,0.0011638210464128,0.0052624671831459,14757,36,,,lube toxic fertility find reproductively friendly option lora shahine,"[-4.91967285e-03 -3.37999925e-04 -3.20882560e-03  4.35464503e-03
  1.55818556e-03 -4.84348461e-03  3.07981949e-03  7.52170244e-03
 -4.52939095e-03  2.94972560e-03 -2.91044149e-03 -3.12439608e-03
 -4.09336388e-03 -1.33859331e-03 -4.48362390e-03 -3.34155839e-03
  2.18540756e-03 -9.00980551e-03 -3.18105705e-03 -7.25278398e-03
 -2.33407668e-03  2.27495586e-03 -1.43706927e-03 -2.44928431e-03
  3.11773107e-03  3.52095667e-04 -5.14978450e-03 -2.31144973e-03
 -9.06539429e-03  1.30347919e-03  9.59360693e-03  2.47608754e-03
  3.58900055e-03  1.34248345e-03 -4.25844407e-03  3.45095457e-03
  1.27196533e-03 -1.72213977e-03 -4.13818518e-03 -1.14004416e-02
 -3.09948664e-04 -6.24990836e-03 -2.49913573e-04 -2.80505675e-03
  5.48419915e-03 -1.67709251e-03 -1.71204715e-03 -1.00130553e-03
 -1.37877942e-03  3.68292443e-03  2.43495847e-03 -9.50550253e-04
  2.40139081e-03  3.05334223e-03 -3.51356925e-03 -1.54121930e-03
  1.50660949e-03 -2.31192540e-03 -6.95291115e-03  1.82070071e-03
 -3.88788059e-03  5.47842914e-03  5.24831982e-03 -1.09648809e-03
 -5.87789947e-03 -6.09779199e-05  6.87798159e-03  3.58176301e-03
 -7.99916219e-03  6.85757957e-03  5.80564141e-04  5.26653742e-03
  1.21197838e-03 -1.61381776e-03  3.34085035e-03 -9.82537051e-04
 -1.03198644e-03  9.24247026e-04 -5.42981504e-03 -1.99522730e-03
  1.88942824e-03 -3.59507091e-03 -3.87756177e-03  3.96111840e-03
 -5.35555556e-03 -2.25594360e-03  7.54263543e-04  6.03271043e-03
  2.35569198e-03  1.87976880e-03  1.56523811e-03  6.26881840e-03
  1.30261853e-03  1.06928346e-03  1.01726186e-02 -1.27449690e-03
  1.47679856e-03 -2.02959753e-03  2.82222405e-03  2.07491335e-03]",12,thumbnails/B3lhbB8f9a0_max.jpg
eY_hUw6ahfs,Clotrimazole Vaginal Tablet Kaise Use Kare / How To Use Candid V6 Tablet In Hindi #candidiv6,Lets Spread Awareness,97,0.0,0.0,0.0,1.6472101944691226e-18,0.0006094351513789,6.094351513789775e-05,97,7,vaginal lubricant,,clotrimazole vaginal tablet kaise use kare use candid tablet hindi candidiv,"[-6.97740167e-03  6.36248011e-03 -1.78839895e-03  1.59296638e-03
  2.01558904e-03 -3.92165408e-03  6.40198588e-03  1.18165184e-02
 -1.17020318e-02  2.53259903e-03 -4.01229970e-03 -6.64961524e-03
  5.74074965e-03  1.68958941e-04  3.72221181e-03 -5.99540072e-03
  2.43019359e-03 -4.84120101e-04 -1.08420923e-02 -1.64693892e-02
 -5.01982961e-03  2.04051845e-03  1.15692616e-04 -7.62198213e-03
  1.51280931e-03 -3.54081532e-03  1.11934659e-03 -7.17539340e-03
 -9.97251924e-03 -4.86099278e-04  1.28123732e-02 -2.26330687e-03
 -5.23197872e-04 -1.16899027e-04 -6.70030154e-03  4.21485631e-03
  5.55849983e-04 -2.70161079e-03 -2.84780283e-04 -1.52618522e-02
 -2.83074239e-03 -4.97974874e-03 -2.00159498e-04  9.48021305e-04
  1.12940008e-02  6.36784011e-04  1.60165795e-03 -3.01813846e-03
  1.22466334e-03  9.86846862e-05  6.88765198e-03 -2.29289220e-03
 -2.65496643e-03 -4.68407385e-03 -6.59465557e-03  1.12540904e-03
  1.64727366e-03  9.37713543e-04 -8.75409506e-03  1.01994339e-03
  2.66390503e-03 -1.08745997e-03  8.23865738e-03 -3.20489379e-03
 -1.31569328e-02  7.31677981e-03  4.54922859e-03  7.91888405e-03
 -1.45944040e-02  1.21630523e-02 -4.99022659e-03  5.20619983e-03
  1.01179266e-02  2.39689345e-03  2.01339461e-03  7.07568647e-03
  4.09800466e-03 -9.28416266e-04 -8.95039458e-03  1.83913298e-03
  1.29143684e-03 -5.65669825e-03 -9.69718117e-03  7.85175432e-03
  4.09574772e-04 -1.62250572e-03 -2.30099936e-03  3.08767892e-03
  1.09056728e-02  2.64738267e-03  3.30745033e-03  4.96323826e-03
  4.52371314e-03 -9.74084600e-04  1.65503770e-02  8.39487463e-03
  8.77260230e-03 -4.02336661e-03  8.79626628e-03 -9.63749271e-03]",18,thumbnails/eY_hUw6ahfs_max.jpg
EYFYNlLIlH0,Dr. Heather Hirsch Reviews FemmePharma's Personal Lubricant & Vaginal Moisturiser #femmepharma,FemmePharma,1071,0.0,0.0,0.0,1.6472101944691226e-18,0.0006094351513789,6.094351513789775e-05,1071,22,vaginal lubricant,,heather hirsch reviews femmepharma personal lubricant vaginal moisturiser femmepharma,"[-3.87121364e-03  5.89794805e-03  1.68594543e-03  5.82539989e-03
  1.13698794e-03 -6.69994438e-03  8.19994975e-03  6.93951687e-03
 -1.02373855e-02  3.61829851e-04  1.97213216e-04 -6.47712825e-03
  3.73604265e-03  2.93793529e-03  1.86530186e-03 -5.42416750e-03
 -6.90611414e-05 -2.41099694e-03 -1.08772062e-03 -1.09811062e-02
  2.93819816e-03  1.60926220e-03  1.04035111e-02 -6.44438947e-03
 -2.29736697e-03  4.11423901e-03 -5.13722235e-03 -1.20583326e-02
 -5.73443389e-03 -6.49574387e-04  8.09082016e-03  3.36899352e-03
  2.64538103e-03  3.90546699e-03 -4.31236392e-03  2.88136560e-03
 -5.19775413e-03 -3.54228774e-04 -2.99810129e-03 -1.81362163e-02
  4.96761827e-03 -2.53438042e-03  3.29623371e-03 -3.50756873e-03
  3.10042989e-03  1.91532739e-03 -1.47060852e-03 -6.34025270e-03
  2.10331497e-03 -3.86335887e-03  7.45573489e-04 -7.27296202e-03
 -6.23572676e-04 -3.36982938e-03 -1.58309971e-03 -4.92536416e-03
  1.04237627e-03 -9.51105088e-04 -6.84027607e-03  2.06466448e-05
 -4.92602761e-04 -1.63865706e-03  8.41163285e-03 -9.87879583e-04
 -8.95297155e-03  6.97477721e-03 -1.28340104e-03  2.29461328e-03
 -1.34301633e-02  3.74996220e-03 -9.11128055e-03  4.96273162e-03
  7.70777883e-03  1.82182703e-03  5.42272674e-03 -9.03470267e-04
 -1.11171650e-03 -1.94677792e-03 -6.73735654e-03  9.14627977e-04
  2.03241757e-03 -1.94439234e-03 -5.80158131e-03  3.22246901e-03
 -3.80878313e-03 -4.68654325e-03  5.12317102e-03  3.46059049e-03
  3.99016822e-03  5.03512798e-04  2.61832518e-03  4.33856854e-03
 -3.97410616e-03 -2.67943717e-03  1.13669010e-02  4.70113521e-03
  4.59319679e-03 -3.91846243e-03  4.34315391e-03 -2.88372859e-03]",21,thumbnails/EYFYNlLIlH0_max.jpg
X7vP_QUCE7s,Vaginal Dryness? Instantly increase vaginal secretions,Achieve Integrative Health,18226,0.0,0.0,0.0,1.6472101944691226e-18,0.0006094351513789,6.094351513789775e-05,18226,6,vaginal lubricant,,vaginal dryness instantly increase vaginal secretions,"[-7.02735782e-03  5.14937378e-03  1.47035811e-04  5.53415436e-03
  9.03200940e-04  2.59653661e-05  1.55117502e-03  4.38312721e-03
 -7.50617776e-03  3.40722059e-03 -9.74129594e-04 -8.80084001e-03
  6.21203007e-03 -8.94398545e-04  2.32620188e-03 -3.55270575e-03
 -8.74150719e-04 -9.40348860e-03 -2.11005122e-03 -8.38617049e-03
  2.64684856e-03  6.26212126e-03  5.85593376e-03 -4.40223189e-03
 -1.93128956e-03  7.23434263e-04 -5.64002525e-03 -6.15516212e-03
 -5.75543055e-03 -3.05522885e-03  1.09530501e-02 -1.64802501e-03
 -1.43308542e-03  6.23468193e-04 -1.83057203e-03  3.50594404e-03
 -1.30274182e-03 -3.30620399e-03 -8.11718986e-04 -1.55014275e-02
 -1.78873655e-03 -1.34647358e-03 -3.33584426e-03 -2.19509727e-03
  5.64188510e-03 -1.10085821e-03  1.39271549e-03 -1.62995260e-04
 -3.47488630e-03  6.40848593e-04  5.38266217e-03 -4.06680023e-03
 -9.89311258e-04  4.56504698e-04 -1.55250391e-03  8.36246647e-04
  2.26052754e-04 -1.32585788e-04 -5.50464028e-03 -1.42862962e-03
 -4.28000651e-03 -2.59249052e-03  4.35637403e-03 -5.01663238e-03
 -6.46865508e-03  9.69989400e-04 -3.22219171e-03  2.66165822e-03
 -6.55973563e-03  3.34487855e-03 -6.07116753e-03  3.75560741e-03
  9.22629796e-03  3.07805766e-03  1.36867003e-03 -8.37957487e-05
 -6.64524129e-03 -4.01817076e-03 -5.81207592e-03 -2.61802750e-04
 -1.54455588e-03 -3.14483745e-03 -2.67449068e-03  2.86766072e-03
  7.18921874e-05 -3.67523840e-04  2.08220328e-03  4.33912082e-03
  4.70929313e-03  4.89163026e-03  1.11633202e-03  5.10206539e-03
  3.85120529e-06  1.80529640e-03  8.43932014e-03  1.12302275e-02
  3.58237885e-03  3.83233791e-03  6.56915549e-03 -6.95516029e-03]",18,thumbnails/X7vP_QUCE7s_max.jpg
WDmHu44fUhI,How To Restore Vaginal Lubrication | Ask The Experts | Sharecare,Sharecare | Medical Matters,823,0.0,0.0006600660066006,2.986428101198495e-05,3.3901233012369015e-14,0.0006365383005868,0.0003366395170093,823,6,,,restore vaginal lubrication ask experts sharecare,"[-0.00282986  0.00778071  0.00194567  0.00312937  0.00627987 -0.00142984
  0.00502778  0.00794272 -0.00614493  0.00268943  0.00064943 -0.00247838
  0.00206457 -0.00703007  0.00055959 -0.00186169 -0.00149768 -0.00608185
 -0.00106415 -0.00623146 -0.00139394  0.00342839  0.00216442 -0.00456737
 -0.00074357 -0.00263962 -0.00369899 -0.004781   -0.0052628  -0.0028308
  0.00648351 -0.00307598  0.00634577  0.00130888 -0.00284267  0.00877597
  0.00298317 -0.00106279 -0.00114409 -0.0108348   0.00356097 -0.00020393
  0.0020967   0.00109845  0.00540042 -0.00322104 -0.00091504 -0.00018856
 -0.00037477 -0.00183165  0.00089469  0.0008754  -0.00242532  0.00298278
  0.00031033  0.00356783 -0.00113415 -0.00044019 -0.00344086  0.00422153
 -0.00060676  0.00303311  0.00881136 -0.0026659  -0.01288581 -0.00205482
  0.00059933  0.0029039  -0.00626617  0.00808119 -0.01059437  0.00354762
  0.0056937   0.00544037  0.00243121 -0.00336311 -0.00236067 -0.0062839
 -0.0052835   0.00493819 -0.00495096 -0.00312652  0.00275873  0.00739613
 -0.0048704   0.00150937 -0.00372039  0.00297534 -0.00134174  0.00307062
 -0.00082811  0.00228914  0.00100499 -0.00355775  0.01132057  0.00832396
 -0.00298779 -0.00083527  0.00672741  0.00110495]",18,thumbnails/WDmHu44fUhI_max.jpg
eiiOkzFHydI,The Low down on Lubes: Choosing your Personal or Vaginal Lubricant MenopauseWize,MenopauseWize,346,0.0,0.0013201320132013,5.188101372884977e-05,1.3342402575199894e-16,0.0006612443719125,0.0006097415465904,346,6,,,low lubes choosing personal vaginal lubricant menopausewize,"[-0.00254891  0.00437013  0.00188963  0.00526302 -0.00017944 -0.00318115
  0.00642205  0.00861408 -0.00578324 -0.00085208 -0.00211481 -0.00717863
  0.00166021  0.0011482   0.00074763 -0.00291357 -0.00093134 -0.00422128
  0.00098439 -0.00945854 -0.00011915  0.00235757  0.00906071 -0.00452769
 -0.0042494   0.00123477 -0.00374872 -0.00585512 -0.00461257  0.00162655
  0.00795233 -0.00097018  0.00444459  0.00311585 -0.00639054  0.00396005
 -0.00040981 -0.00219855 -0.00127834 -0.01615567  0.00187857 -0.00122976
 -0.00109267 -0.00285083  0.00640862  0.0026764   0.00074807 -0.00721599
  0.00345407 -0.0017679   0.00043684 -0.00162376  0.00056449 -0.00054577
 -0.00186414 -0.00520853  0.00391055 -0.00111497 -0.00346064  0.00047685
 -0.00188397 -0.00108579  0.00232102 -0.00129729 -0.00609866  0.00572841
  0.00022998  0.00338622 -0.01035661  0.00339769 -0.00802952  0.00393147
  0.00469259  0.0024036   0.00514216 -0.00181805 -0.00084063 -0.003792
 -0.00686726  0.00076797  0.00050999 -0.00232617 -0.00410059  0.00189148
 -0.00157833 -0.00291926  0.00377705  0.00289409  0.00134461 -0.00032113
  0.0041369   0.00163178 -0.00286806 -0.00124308  0.01212053  0.00506735
  0.002375   -0.00483682  0.00226224 -0.00524375]",18,thumbnails/eiiOkzFHydI_max.jpg
vLZDcMWnaAI,Choosing Your Lubricant for Vaginal Dryness,MenopauseWize,409,0.0,0.0006600660066006,5.5368812971125385e-05,2.637183521345066e-15,0.0006375342917046,0.0003443904757025,409,6,,,choosing lubricant vaginal dryness,"[-5.07074175e-03  5.04558021e-03 -1.96604896e-03  6.55039540e-03
  3.69293056e-03 -1.15494174e-03  5.23540424e-03  6.86525879e-03
 -8.97582341e-03  4.79250262e-03 -3.38135287e-04 -5.57088247e-03
  4.24802722e-03  1.79041503e-03  2.00451724e-03 -4.58336854e-03
  3.66159994e-03 -7.21366098e-03 -1.37178740e-03 -1.31934201e-02
 -5.59585635e-04  4.00897907e-03  7.38851121e-03 -4.21040878e-03
 -4.68433165e-04 -2.01326073e-03 -7.02740485e-03 -1.11568496e-02
 -7.53734773e-03 -4.16520610e-03  1.20604495e-02  1.07427384e-03
  3.01545169e-05  6.09964132e-04 -3.48699559e-03  5.09865396e-03
 -4.32211580e-03 -4.71111480e-03 -1.43791048e-03 -1.86964031e-02
  9.27619039e-05 -2.56559323e-03 -1.54767686e-03 -2.69950251e-03
  6.28243899e-03  6.27028337e-03 -1.69939699e-03 -3.36556695e-03
 -2.21070994e-04  2.26752833e-04  4.18310752e-03 -6.39023120e-03
 -1.33087486e-03  1.35601440e-03 -1.45252782e-03 -1.87031180e-03
 -4.95338812e-04  1.27320949e-04 -9.52918548e-03 -3.38218943e-03
 -4.42460924e-03 -9.31232571e-05  3.74071510e-03 -2.01373105e-03
 -6.81322673e-03  2.90698116e-03 -3.83711490e-03  2.29012407e-03
 -1.07161738e-02  2.39208341e-03 -4.58077574e-03  5.04669687e-03
  7.68362219e-03  3.41225974e-03  1.41427165e-03 -4.38275002e-03
 -7.90821214e-04 -4.08393191e-03 -6.24082470e-03  1.96739729e-03
 -1.15294172e-03 -4.70973970e-03 -6.16355613e-03  3.04438523e-03
 -2.41595204e-03 -2.34472589e-03  3.84588144e-03  2.98999902e-03
  3.92479543e-03  3.28016165e-03  4.19196719e-03  3.33572715e-03
 -2.55128439e-03  3.47642531e-03  9.67470091e-03  9.09469463e-03
  5.20679029e-03 -5.99804160e-04  4.13985224e-03 -4.15682606e-03]",18,thumbnails/vLZDcMWnaAI_max.jpg
Cws_azDk2Bo,Let's talk about Vaginal Lubricants,Pelvic Health Hub,12,0.0,0.0,0.0,1.6472101944691226e-18,0.0006094351513789,6.094351513789775e-05,12,0,vaginal lubricant,,let talk vaginal lubricants,"[-3.92207550e-03  4.23387904e-03 -1.93995354e-03  5.82296588e-03
  1.94477371e-03 -1.27140223e-03  6.20196480e-03  4.88544023e-03
 -3.20452265e-04  3.23327980e-03 -2.08196067e-03 -2.94299191e-03
  2.89956760e-03  1.17137423e-03 -1.76283531e-03 -6.69115339e-04
  3.49157909e-03 -3.96752451e-03 -3.66007234e-03 -7.07550254e-03
 -2.39229714e-03  1.00038270e-03  3.55158094e-03 -4.17737104e-03
 -1.51146110e-03 -1.91607384e-03 -4.85359691e-03 -5.97365247e-03
 -6.48553623e-03 -1.86815823e-03  3.65917431e-03 -4.40286286e-03
  2.56211031e-03 -8.94219847e-04  6.61151484e-04  3.45801003e-04
 -2.37925514e-03  4.42462135e-03 -8.81765969e-04 -1.11873765e-02
  1.93162519e-03 -3.32035800e-03 -1.18503487e-03  1.90857635e-03
  5.04567346e-04 -7.05067592e-04 -2.07928102e-03  8.66607472e-04
 -9.43659630e-04  2.16775760e-03  1.80885731e-03 -1.92851736e-03
  5.12102386e-04  9.96210962e-04 -1.14761270e-03  4.58459463e-03
  5.51271299e-03 -9.39089688e-04 -5.93738398e-04  2.31455499e-03
 -2.59378040e-03 -1.67345721e-03  7.80467037e-03 -6.55333325e-03
 -6.43506460e-03 -2.41076597e-03 -3.36177694e-03  4.87540290e-03
 -1.05762277e-02  1.48032058e-03 -1.53077953e-03  3.43677890e-03
  5.30837383e-03 -1.12581055e-03 -6.06406189e-04 -5.81058790e-04
 -3.63749173e-03 -4.29226365e-03 -8.56446102e-03 -2.32361909e-03
 -4.99173393e-03  5.32832928e-06  1.86501746e-03  4.37915791e-03
 -2.86043575e-03 -1.70886377e-03 -2.47637159e-03  6.04478456e-03
  3.66107724e-03  2.87794950e-03  8.86658032e-04  4.36148001e-03
  3.12663848e-04  2.24318053e-03  4.66003735e-03  5.76800946e-03
  2.17185076e-03  3.03500361e-04  6.94266986e-04 -2.58857175e-03]",18,thumbnails/Cws_azDk2Bo_max.jpg
